date,tmax,tmin,precip
1980-09-13 03:00:00+00:00,30.9795,19.6795,0.0
1980-09-14 03:00:00+00:00,29.7295,19.7295,0.0
1980-09-15 03:00:00+00:00,31.0295,19.9795,2.5
1980-09-16 03:00:00+00:00,21.4795,16.0295,6.8
1980-09-17 03:00:00+00:00,26.879501,12.8295,0.0
1980-09-18 03:00:00+00:00,20.629501,16.5295,28.800001
1980-09-19 03:00:00+00:00,29.9295,16.379501,0.8
1980-09-20 03:00:00+00:00,31.4795,17.6795,13.099999
1980-09-21 03:00:00+00:00,22.1795,19.379501,32.999996
1980-09-22 03:00:00+00:00,24.1795,15.6295,2.8999999
1980-09-23 03:00:00+00:00,24.2795,11.1295,0.0
1980-09-24 03:00:00+00:00,26.4295,13.2295,0.1
1980-09-25 03:00:00+00:00,25.2795,14.7295,0.0
1980-09-26 03:00:00+00:00,24.579498,12.5795,0.0
1980-09-27 03:00:00+00:00,27.7795,13.6295,0.0
1980-09-28 03:00:00+00:00,25.629501,17.9795,10.5
1980-09-29 03:00:00+00:00,27.1795,17.4295,0.1
1980-09-30 03:00:00+00:00,30.4795,14.9295,0.0
1980-10-01 03:00:00+00:00,30.6795,18.5295,0.0
1980-10-02 03:00:00+00:00,29.4795,19.4295,0.0
1980-10-03 03:00:00+00:00,29.6795,16.6795,0.0
1980-10-04 03:00:00+00:00,30.7795,16.5295,0.0
1980-10-05 03:00:00+00:00,32.0295,17.2295,0.0
1980-10-06 03:00:00+00:00,30.4295,16.5295,0.8
1980-10-07 03:00:00+00:00,31.9295,18.0295,19.5
1980-10-08 03:00:00+00:00,30.629501,19.129501,13.6
1980-10-09 03:00:00+00:00,29.4295,18.629501,5.8
1980-10-10 03:00:00+00:00,27.879501,18.879501,0.5
1980-10-11 03:00:00+00:00,27.9295,20.2295,8.0
1980-10-12 03:00:00+00:00,25.7295,18.579498,13.799999
1980-10-13 03:00:00+00:00,25.2295,15.6295,0.0
1980-10-14 03:00:00+00:00,26.129501,16.629501,0.0
1980-10-15 03:00:00+00:00,27.4795,17.7795,0.2
1980-10-16 03:00:00+00:00,28.5295,18.079498,0.2
1980-10-17 03:00:00+00:00,29.9795,19.579498,0.0
1980-10-18 03:00:00+00:00,31.7295,19.4295,0.0
1980-10-19 03:00:00+00:00,33.0295,20.4795,0.0
1980-10-20 03:00:00+00:00,33.7295,20.2795,0.6
1980-10-21 03:00:00+00:00,34.9795,21.379501,0.0
1980-10-22 03:00:00+00:00,32.5795,23.2795,0.8
1980-10-23 03:00:00+00:00,32.5295,21.579498,3.8
1980-10-24 03:00:00+00:00,32.2295,21.9795,6.6000004
1980-10-25 03:00:00+00:00,32.8295,21.079498,1.9000001
1980-10-26 03:00:00+00:00,34.1795,22.829498,0.0
1980-10-27 03:00:00+00:00,35.8295,22.9795,0.1
1980-10-28 03:00:00+00:00,36.9295,23.4295,0.0
1980-10-29 03:00:00+00:00,37.5295,23.9295,0.0
1980-10-30 03:00:00+00:00,35.8295,22.629501,8.700001
1980-10-31 03:00:00+00:00,25.579498,20.329498,4.4
1980-11-01 03:00:00+00:00,28.5295,17.2295,0.1
1980-11-02 03:00:00+00:00,28.079498,19.379501,0.3
1980-11-03 03:00:00+00:00,31.0295,20.079498,0.3
1980-11-04 03:00:00+00:00,32.1295,21.2795,0.3
1980-11-05 03:00:00+00:00,32.2295,22.4295,0.3
1980-11-06 03:00:00+00:00,31.5295,21.0295,2.2
1980-11-07 03:00:00+00:00,27.4295,21.0295,13.6
